filename,L(m),W(m),xFeed(m),yFeed(m),Gmax_dBi,S11_dB,InputResistance_ohm,InputReactance_ohm
ant_1596.png,2.78E-02,3.51E-02,-9.72E-03,1.15E-03,5.5397,-15.1018,37.4359,8.9887
ant_1597.png,3.03E-02,3.64E-02,-1.03E-02,-5.92E-04,5.4217,-4.0393,16.6194,32.4274
ant_1598.png,2.61E-02,4.03E-02,-8.69E-03,9.38E-04,5.5946,-13.2566,68.6403,18.2555
ant_1599.png,2.80E-02,3.51E-02,1.14E-02,3.36E-04,5.5512,-17.6192,38.4264,1.1654
ant_1600.png,3.00E-02,3.73E-02,1.21E-03,-9.79E-04,-0.5493,-0.2929,3.3518,86.2204
ant_1601.png,2.70E-02,3.46E-02,-8.17E-03,-1.26E-03,5.5293,-17.4393,47.8356,13.077
ant_1602.png,2.83E-02,3.47E-02,-1.17E-02,-7.42E-04,5.5361,-14.347,34.0887,2.6398
ant_1603.png,2.73E-02,3.61E-02,-8.62E-03,5.08E-04,5.5508,-15.6674,42.3668,13.3387
ant_1604.png,2.88E-02,3.62E-02,-1.14E-02,-1.75E-04,5.5393,-9.8375,27.7651,12.2009
ant_1605.png,3.09E-02,3.77E-02,-1.26E-02,5.85E-04,5.4125,-4.068,16.7881,32.5738
ant_1606.png,2.75E-02,3.77E-02,-9.80E-03,1.31E-03,5.5757,-14.9911,40.0325,12.7537
ant_1607.png,2.83E-02,3.75E-02,-1.11E-02,-9.80E-04,5.5637,-12.1381,32.8029,11.4607
ant_1608.png,2.96E-02,4.04E-02,1.15E-02,-5.51E-05,5.4761,-5.0295,21.5764,34.1776
ant_1609.png,2.93E-02,3.70E-02,-1.83E-03,-1.60E-04,1.0642,-0.3709,4.0321,83.2518
ant_1610.png,3.09E-02,3.82E-02,-1.37E-02,1.38E-03,5.3705,-4.0914,16.7709,32.2276
ant_1611.png,2.60E-02,3.47E-02,1.09E-02,4.98E-05,5.5379,-9.2971,97.2122,-19.0089
ant_1612.png,3.09E-02,3.90E-02,1.25E-02,1.45E-03,5.3419,-3.6044,16.0522,36.4701
ant_1613.png,3.11E-02,4.03E-02,1.61E-03,-1.03E-03,-0.4444,-0.3325,4.3893,94.6167
ant_1614.png,2.62E-02,3.92E-02,9.07E-03,1.11E-03,5.5986,-14.0856,69.4653,13.6173
ant_1615.png,2.93E-02,3.66E-02,-9.55E-03,-8.63E-04,5.4717,-5.3559,20.8222,29.3385
ant_1616.png,2.73E-02,4.05E-02,-1.14E-02,-1.07E-03,5.6094,-18.1562,46.3396,11.4236
ant_1617.png,2.98E-02,4.00E-02,9.70E-03,1.47E-03,5.3458,-3.4937,17.7603,42.8446
ant_1618.png,2.68E-02,4.04E-02,-8.88E-03,-7.75E-04,5.5864,-13.4127,50.7148,21.9962
ant_1619.png,2.88E-02,3.41E-02,-8.77E-03,-4.57E-04,5.4784,-6.2486,22.8536,26.1628
ant_1620.png,3.09E-02,3.58E-02,-1.21E-02,-1.04E-03,5.4097,-4.0923,16.0532,29.9675
ant_1621.png,2.65E-02,3.58E-02,-1.03E-02,1.37E-03,5.5525,-14.3319,67.7268,-14.2989
ant_1622.png,2.83E-02,3.97E-02,-8.58E-03,9.09E-04,5.4867,-5.9765,27.6984,37.0731
ant_1623.png,2.74E-02,3.48E-02,1.03E-02,6.94E-04,5.5514,-33.1861,47.9657,-0.6857
ant_1624.png,2.68E-02,3.35E-02,5.98E-03,-1.04E-03,5.4641,-8.2218,40.1494,36.4234
ant_1625.png,3.10E-02,3.44E-02,-1.09E-02,-1.21E-03,5.3821,-3.5965,14.6019,31.8209
ant_1626.png,2.77E-02,3.55E-02,-6.36E-03,1.15E-03,5.4333,-5.0191,25.341,41.4831
ant_1627.png,2.66E-02,3.72E-02,1.12E-02,-6.60E-04,5.5852,-15.0411,67.5862,-11.3067
ant_1628.png,2.69E-02,3.63E-02,-5.54E-03,-6.36E-04,5.4427,-5.6101,31.7547,45.5349
ant_1629.png,2.89E-02,3.81E-02,-9.71E-03,-3.60E-04,5.5042,-6.2682,24.3672,29.1478
ant_1630.png,2.65E-02,3.45E-02,1.04E-02,-5.02E-07,5.543,-12.8709,75.3273,-13.3686
ant_1631.png,2.76E-02,3.48E-02,-2.35E-03,1.89E-04,4.132,-0.7281,6.9289,75.7452
ant_1632.png,2.90E-02,3.93E-02,9.14E-03,-1.35E-03,5.4512,-4.8205,22.0503,37.2387
ant_1633.png,2.79E-02,3.56E-02,8.63E-03,-7.39E-04,5.5285,-9.4804,32.0738,22.2147
ant_1634.png,2.72E-02,3.36E-02,-2.23E-03,1.09E-03,4.4361,-0.8605,7.8214,73.2065
ant_1635.png,2.74E-02,3.42E-02,1.08E-02,-4.28E-04,5.5423,-24.3579,48.2413,-5.6929
ant_1636.png,2.96E-02,3.52E-02,-3.30E-03,5.00E-04,3.7929,-0.6152,5.7451,74.7774
ant_1637.png,2.98E-02,3.36E-02,9.95E-03,7.06E-04,5.453,-5.0406,18.2673,25.6857
ant_1638.png,2.80E-02,3.86E-02,1.07E-02,8.69E-04,5.5799,-12.4052,35.6471,15.1245
ant_1639.png,2.99E-02,3.95E-02,-1.27E-02,5.30E-04,5.474,-5.2905,21.0207,30.4287
ant_1640.png,2.86E-02,3.60E-02,-9.99E-03,-6.85E-04,5.5263,-8.5799,27.5834,19.6399
ant_1641.png,2.65E-02,3.46E-02,-4.21E-03,-1.21E-03,5.3479,-3.7857,27.0771,58.0334
ant_1642.png,2.60E-02,3.93E-02,8.25E-03,-1.06E-03,5.5865,-12.1814,69.1275,22.9057
ant_1643.png,2.66E-02,3.86E-02,-1.37E-03,-1.50E-03,2.6865,-0.499,5.4579,83.5512
ant_1644.png,2.70E-02,3.40E-02,2.74E-03,-2.90E-04,4.8462,-1.2913,11.2768,70.8084
ant_1645.png,3.12E-02,3.68E-02,6.10E-03,-1.21E-03,4.5848,-1.0778,8.1205,63.3413
ant_1646.png,2.84E-02,3.57E-02,1.02E-02,5.92E-04,5.5376,-9.8986,29.5131,15.9187
ant_1647.png,2.61E-02,3.37E-02,4.16E-03,-4.46E-04,5.3715,-4.4079,33.9565,60.0242
ant_1648.png,2.83E-02,3.42E-02,1.13E-02,1.21E-03,5.5273,-14.2916,34.1123,3.3722
ant_1649.png,2.62E-02,3.95E-02,-8.90E-03,9.08E-04,5.5916,-15.0929,66.3658,12.4956
ant_1650.png,3.07E-02,3.93E-02,-1.07E-02,-3.82E-04,5.3376,-3.1937,16.0747,42.529
ant_1651.png,2.73E-02,3.37E-02,-2.41E-03,-4.09E-04,4.4944,-0.8954,8.1013,72.9454
ant_1652.png,2.88E-02,3.44E-02,-3.96E-03,6.47E-04,4.728,-1.1217,9.1011,67.1094
ant_1653.png,2.62E-02,3.81E-02,-1.31E-03,-1.44E-03,3.181,-0.5386,5.7436,82.1067
ant_1654.png,3.10E-02,3.74E-02,1.18E-02,-5.40E-04,5.4027,-3.5615,14.9166,33.4215
ant_1655.png,3.04E-02,3.72E-02,6.16E-03,-3.52E-04,4.8339,-1.3231,9.5681,61.1399
ant_1656.png,2.97E-02,3.66E-02,-4.67E-03,-2.65E-04,4.529,-1.0271,8.3841,67.4732
ant_1657.png,2.90E-02,3.58E-02,-6.92E-03,-4.75E-04,5.324,-2.9239,16.0936,46.9151
ant_1658.png,2.70E-02,3.51E-02,8.92E-03,-6.24E-04,5.549,-21.7251,51.7511,8.184
ant_1659.png,3.09E-02,3.96E-02,-1.37E-03,-3.66E-04,-0.7013,-0.3133,4.0786,93.7917
ant_1660.png,2.65E-02,4.07E-02,1.93E-03,2.68E-05,3.5478,-0.7222,8.6528,88.629
ant_1661.png,2.61E-02,3.46E-02,-1.15E-02,2.06E-04,5.5326,-8.8942,92.9388,-30.1514
ant_1662.png,2.90E-02,3.50E-02,5.15E-03,7.03E-04,5.0292,-1.625,11.4707,59.758
ant_1663.png,3.03E-02,3.52E-02,1.09E-02,-1.11E-03,5.4398,-4.4387,16.8718,28.2745
ant_1664.png,2.88E-02,3.81E-02,-2.29E-03,-4.19E-04,2.5251,-0.4907,5.2987,82.8356
ant_1665.png,2.68E-02,4.01E-02,-1.06E-02,-9.27E-05,5.6158,-21.0597,54.8329,7.9526
ant_1666.png,2.63E-02,3.72E-02,4.64E-03,-3.22E-04,5.3958,-4.4169,32.5893,58.2217
ant_1667.png,2.89E-02,3.89E-02,-1.10E-02,-3.92E-04,5.5379,-7.6893,27.1654,24.3575
ant_1668.png,2.62E-02,3.65E-02,9.96E-03,-1.71E-04,5.5698,-12.6177,79.3675,-7.5243
ant_1669.png,3.00E-02,3.77E-02,-4.28E-03,-8.46E-04,4.0476,-0.7959,7.2656,73.4733
ant_1670.png,2.86E-02,3.96E-02,-1.27E-03,-6.39E-04,-0.1204,-0.3465,4.2603,90.3775
ant_1671.png,3.03E-02,3.45E-02,1.27E-02,-1.33E-03,5.4483,-5.6691,18.734,20.391
ant_1672.png,2.86E-02,3.88E-02,1.22E-02,1.36E-03,5.5546,-10.0008,30.2202,16.7385
ant_1673.png,2.61E-02,3.96E-02,3.73E-03,8.05E-04,5.1965,-2.5851,24.8579,74.0228
ant_1674.png,2.81E-02,4.00E-02,-1.17E-02,-1.30E-03,5.5812,-11.7674,35.3648,17.0356
ant_1675.png,2.88E-02,3.99E-02,5.62E-03,7.18E-04,4.9613,-1.7644,14.0516,65.6881
ant_1676.png,3.06E-02,3.92E-02,-1.49E-03,6.85E-04,-0.5578,-0.3181,3.9945,91.6241
ant_1677.png,2.67E-02,3.51E-02,-9.74E-03,1.89E-05,5.55,-17.7385,63.2125,-6.4714
ant_1678.png,2.64E-02,3.47E-02,-9.15E-03,8.86E-04,5.5371,-14.8779,71.4968,-4.3132
ant_1679.png,3.11E-02,4.07E-02,-1.03E-02,5.66E-04,5.17,-2.4384,14.7582,51.7373
ant_1680.png,2.66E-02,3.92E-02,-1.02E-02,-9.64E-04,5.6023,-19.5478,61.6522,1.6123
ant_1681.png,3.00E-02,3.61E-02,9.57E-03,-8.95E-04,5.4167,-3.8671,16.2153,33.4175
ant_1682.png,2.71E-02,3.40E-02,1.02E-02,-6.64E-04,5.5364,-23.2112,54.392,-5.7352
ant_1683.png,3.04E-02,3.96E-02,4.11E-03,-1.31E-04,3.3561,-0.6573,6.8994,81.1621
ant_1684.png,3.04E-02,3.75E-02,9.23E-03,1.13E-03,5.3253,-2.883,14.1595,41.4843
ant_1685.png,3.07E-02,3.56E-02,-1.23E-03,8.58E-05,-1.1336,-0.2599,3.0135,86.9726
ant_1686.png,2.78E-02,3.80E-02,-1.17E-02,-1.12E-04,5.5847,-17.5766,39.3064,5.0438
ant_1687.png,2.69E-02,3.70E-02,8.54E-03,1.17E-03,5.5649,-16.5698,49.6557,14.9531
ant_1688.png,2.82E-02,3.48E-02,-1.46E-03,-1.32E-03,2.0214,-0.3681,3.7415,79.4983
ant_1689.png,2.89E-02,3.77E-02,5.51E-03,1.33E-03,5.0641,-1.8822,13.271,59.5287
ant_1690.png,2.85E-02,3.74E-02,1.08E-02,1.26E-03,5.5499,-9.7838,29.2495,16.0148
ant_1691.png,2.71E-02,3.80E-02,-1.05E-02,5.40E-04,5.5911,-36.3574,50.6173,1.4005
ant_1692.png,3.01E-02,3.71E-02,2.48E-03,-5.23E-04,1.8098,-0.4192,4.5379,82.9982
ant_1693.png,2.98E-02,3.47E-02,9.17E-03,-1.05E-03,5.4167,-4.0153,16.7945,33.2583
ant_1694.png,3.11E-02,3.79E-02,3.93E-03,2.39E-05,3.0468,-0.5546,5.6362,79.4154
ant_1695.png,2.63E-02,3.84E-02,8.44E-03,9.60E-05,5.5821,-14.3433,61.5154,18.3642
ant_1696.png,2.78E-02,3.85E-02,-1.01E-02,1.11E-03,5.5699,-12.6194,36.8547,15.9312
ant_1697.png,3.09E-02,3.71E-02,-1.36E-02,-8.31E-04,5.4123,-4.3697,16.694,28.5487
ant_1698.png,3.05E-02,3.86E-02,-1.27E-03,-9.07E-04,-0.5967,-0.2987,3.623,89.5804
ant_1699.png,3.07E-02,3.88E-02,3.84E-03,-5.51E-04,3.0547,-0.5769,6.0218,80.8917
ant_1700.png,2.91E-02,3.51E-02,2.38E-03,-6.94E-04,2.9223,-0.4675,4.7405,79.3375
ant_1701.png,2.74E-02,3.71E-02,3.04E-03,7.41E-04,4.6411,-1.1692,10.5624,72.6806
ant_1702.png,2.86E-02,3.81E-02,-2.87E-03,1.05E-03,3.7029,-0.6801,6.7708,78.2275
ant_1703.png,2.75E-02,4.03E-02,-4.47E-03,2.62E-05,5.0058,-1.9082,16.8296,70.7114
ant_1704.png,2.88E-02,3.39E-02,9.52E-03,5.19E-04,5.4963,-7.7689,25.0682,19.6122
ant_1705.png,2.66E-02,3.62E-02,2.67E-03,8.57E-04,4.8275,-1.3904,12.4586,72.0717
ant_1706.png,2.84E-02,3.94E-02,-1.15E-02,1.42E-03,5.5536,-10.71,33.1177,18.1561
ant_1707.png,2.99E-02,3.36E-02,-1.28E-02,-1.15E-03,5.4642,-7.0949,21.2784,14.3996
ant_1708.png,3.04E-02,3.42E-02,1.30E-02,-1.23E-03,5.4379,-5.5128,18.2519,20.464
ant_1709.png,2.83E-02,3.86E-02,-6.20E-03,-8.28E-04,5.2817,-2.9266,18.6519,53.8122
ant_1710.png,2.70E-02,3.98E-02,-1.06E-02,1.07E-03,5.6057,-23.3592,51.8104,6.6899
ant_1711.png,2.65E-02,4.02E-02,-1.03E-02,3.88E-04,5.6158,-17.3376,65.501,2.4698
ant_1712.png,2.64E-02,3.83E-02,4.32E-03,5.18E-04,5.3195,-3.3411,26.8846,64.0921
ant_1713.png,2.77E-02,3.69E-02,4.01E-03,6.59E-04,4.9926,-1.7011,13.4932,65.5393
ant_1714.png,2.81E-02,3.79E-02,-1.04E-02,-6.34E-04,5.5649,-11.9226,34.0917,14.6607
ant_1715.png,2.86E-02,3.46E-02,1.10E-02,-8.13E-05,5.5286,-10.9256,29.5838,10.1644
ant_1716.png,2.95E-02,3.91E-02,4.84E-03,-2.47E-04,4.4574,-1.0711,9.5616,72.121
ant_1717.png,2.83E-02,3.71E-02,5.84E-03,-1.18E-03,5.2823,-2.8672,17.5897,52.0705
ant_1718.png,2.79E-02,3.96E-02,4.74E-03,6.68E-04,5.0177,-1.891,15.7164,67.7165
ant_1719.png,2.65E-02,4.06E-02,-1.00E-02,-5.49E-05,5.6138,-17.934,61.6144,8.1636
ant_1720.png,2.68E-02,3.58E-02,2.91E-03,4.64E-05,4.9024,-1.4401,12.9039,72.0261
ant_1721.png,3.01E-02,3.78E-02,2.70E-03,1.18E-03,2.169,-0.4521,4.8521,82.5089
ant_1722.png,3.01E-02,3.80E-02,-9.78E-03,-1.06E-03,5.3747,-3.6212,16.9703,38.9326
ant_1723.png,2.81E-02,3.56E-02,-1.15E-02,-1.26E-03,5.5502,-15.8612,36.5298,3.6163
ant_1724.png,2.62E-02,3.74E-02,1.01E-02,8.44E-04,5.5858,-13.7812,75.1542,-4.9063
ant_1725.png,2.99E-02,3.59E-02,1.17E-02,4.66E-04,5.4857,-5.5656,19.5555,24.0036
ant_1726.png,2.72E-02,4.08E-02,3.33E-03,-4.81E-05,4.5216,-1.2321,13.157,81.6334
ant_1727.png,2.92E-02,3.36E-02,-1.18E-02,-2.76E-04,5.5001,-9.4042,25.8692,9.3841
ant_1728.png,2.74E-02,3.41E-02,3.75E-03,9.24E-04,5.1196,-1.9725,14.9632,63.0703
ant_1729.png,3.08E-02,3.71E-02,-9.26E-03,8.31E-04,5.2951,-2.5724,12.8767,42.5265
ant_1730.png,2.92E-02,3.94E-02,-1.16E-02,9.65E-04,5.5153,-6.9814,25.699,26.4096
ant_1731.png,2.67E-02,3.77E-02,8.07E-03,3.47E-04,5.5658,-13.4255,50.2407,21.8696
ant_1732.png,2.95E-02,3.66E-02,-1.08E-02,1.43E-03,5.4848,-6.2804,21.7741,23.3374
ant_1733.png,3.05E-02,3.75E-02,2.74E-03,-2.03E-04,1.9188,-0.4261,4.6224,83.1203
ant_1734.png,2.74E-02,3.49E-02,-3.80E-03,-3.56E-04,5.1114,-1.9526,15.1541,64.2233
ant_1735.png,2.78E-02,3.55E-02,-5.26E-03,8.62E-04,5.3037,-2.9512,18.6805,53.4692
ant_1736.png,2.76E-02,3.60E-02,8.42E-03,5.48E-04,5.5402,-11.209,35.7881,19.602
ant_1737.png,3.08E-02,3.40E-02,1.24E-02,1.46E-04,5.4353,-4.5409,16.0133,24.0978
ant_1738.png,3.04E-02,3.39E-02,1.20E-02,-4.58E-04,5.4568,-5.2876,17.7871,21.3963
ant_1739.png,2.87E-02,3.69E-02,-6.01E-03,6.96E-05,5.2367,-2.5491,15.9204,53.1623
ant_1740.png,2.72E-02,4.02E-02,8.54E-03,-1.47E-03,5.5586,-9.5486,39.8831,29.8852
ant_1741.png,2.67E-02,3.51E-02,-9.36E-03,9.38E-04,5.5477,-20.8938,59.7857,-1.5394
ant_1742.png,2.65E-02,3.42E-02,-2.78E-03,1.36E-03,5.0335,-1.7088,14.6734,69.5654
ant_1743.png,2.82E-02,3.91E-02,1.15E-02,-5.92E-04,5.5836,-11.8564,34.64,15.7293
ant_1744.png,2.71E-02,3.40E-02,1.02E-02,2.67E-04,5.5391,-21.4931,56.2929,-6.3875
ant_1745.png,2.83E-02,3.47E-02,-1.24E-02,9.10E-04,5.5319,-14.726,34.512,0.8449
ant_1746.png,3.06E-02,3.40E-02,1.23E-02,8.61E-04,5.44,-4.99,17.0785,22.3871
ant_1747.png,2.88E-02,3.77E-02,-4.32E-03,7.14E-04,4.6888,-1.2231,10.2758,68.848
ant_1748.png,3.03E-02,3.97E-02,-6.75E-03,1.12E-03,4.8229,-1.4705,11.1919,63.6274
ant_1749.png,2.87E-02,3.36E-02,4.55E-03,-1.25E-03,5.0132,-1.5887,11.3222,60.2566
ant_1750.png,2.69E-02,3.52E-02,1.10E-02,1.05E-03,5.5577,-17.3714,60.3934,-10.8329
ant_1751.png,2.84E-02,4.08E-02,5.05E-03,-7.21E-04,4.8664,-1.6474,14.467,70.7788
ant_1752.png,2.74E-02,3.86E-02,-8.53E-03,9.45E-04,5.5545,-10.358,38.1255,25.1473
ant_1753.png,3.10E-02,4.09E-02,-1.12E-02,-1.48E-04,5.2551,-2.8604,16.2878,48.5607
ant_1754.png,2.68E-02,3.59E-02,-8.88E-03,-1.09E-04,5.555,-21.9697,53.6619,7.4308
ant_1755.png,2.78E-02,3.40E-02,9.42E-03,-1.29E-03,5.5252,-14.6521,37.0454,9.7477
ant_1756.png,2.92E-02,3.67E-02,-1.00E-02,-2.04E-04,5.4994,-6.232,22.4753,25.4422
ant_1757.png,2.89E-02,3.44E-02,-2.47E-03,-1.12E-03,3.4569,-0.531,5.0907,76.2352
ant_1758.png,2.70E-02,3.86E-02,1.01E-02,4.24E-04,5.5992,-21.8268,51.7949,8.0777
ant_1759.png,2.97E-02,3.67E-02,6.75E-03,7.67E-04,5.1625,-2.0932,12.6938,52.0378
ant_1760.png,2.63E-02,4.02E-02,1.14E-02,-6.27E-04,5.624,-14.5478,72.9096,-2.3418
ant_1761.png,2.65E-02,3.66E-02,1.11E-02,-1.31E-03,5.5763,-13.2364,73.5485,-13.3575
ant_1762.png,2.79E-02,4.09E-02,-9.84E-03,2.93E-04,5.5543,-9.0615,35.5031,28.215
ant_1763.png,2.77E-02,3.63E-02,-9.09E-03,-6.01E-04,5.5498,-13.0881,36.6646,14.1739
ant_1764.png,2.98E-02,3.99E-02,9.15E-03,5.50E-04,5.3447,-3.2249,17.3089,45.5479
ant_1765.png,2.63E-02,4.08E-02,-6.06E-03,-1.63E-03,5.4845,-5.9499,41.5295,52.5145
ant_1766.png,3.06E-02,3.98E-02,1.82E-03,-3.17E-04,-0.3712,-0.3443,4.3683,92.2261
ant_1767.png,3.08E-02,4.01E-02,-1.31E-02,-7.74E-04,5.3642,-3.6849,17.2314,38.8027
ant_1768.png,2.60E-02,3.42E-02,8.89E-03,3.89E-04,5.5245,-10.9202,89.7102,1.5762
ant_1769.png,2.69E-02,3.56E-02,-4.11E-03,1.01E-03,5.2637,-2.7754,20.5985,61.1572
ant_1770.png,2.62E-02,3.98E-02,-4.99E-03,6.62E-04,5.4065,-4.4386,36.0057,62.0684
ant_1771.png,2.70E-02,4.09E-02,-1.01E-02,-3.98E-04,5.6065,-16.9131,51.7858,14.5609
ant_1772.png,2.87E-02,3.73E-02,-9.22E-03,4.34E-04,5.5111,-6.6944,25.2369,27.5971
ant_1773.png,3.09E-02,3.80E-02,9.55E-03,1.22E-03,5.2533,-2.4638,12.808,44.405
ant_1774.png,2.86E-02,3.75E-02,-1.12E-02,1.72E-04,5.5536,-9.92,29.2926,15.3502
ant_1775.png,2.99E-02,3.73E-02,2.80E-03,2.67E-04,2.5796,-0.4859,5.0948,81.1843
ant_1776.png,2.88E-02,4.05E-02,6.40E-03,7.73E-04,5.1158,-2.2399,16.4307,61.1725
ant_1777.png,3.10E-02,3.77E-02,-1.21E-02,5.88E-04,5.3873,-3.6707,15.8569,34.9495
ant_1778.png,2.87E-02,3.68E-02,-9.85E-03,4.87E-04,5.5236,-7.7329,26.1411,22.1485
ant_1779.png,3.03E-02,3.59E-02,-1.12E-02,-5.59E-04,5.4539,-4.6858,17.9184,28.5746
ant_1780.png,2.65E-02,4.00E-02,1.10E-02,4.18E-04,5.6217,-17.3267,65.6032,1.9846
ant_1781.png,2.61E-02,3.53E-02,-8.20E-03,-9.19E-04,5.5349,-13.2843,76.0338,8.4406
ant_1782.png,2.77E-02,3.43E-02,1.11E-02,1.17E-03,5.5391,-22.1815,43.4786,-3.2267
ant_1783.png,3.04E-02,3.80E-02,6.07E-03,-1.23E-03,4.7304,-1.2579,9.5244,63.4973
ant_1784.png,2.69E-02,3.80E-02,2.51E-03,3.54E-04,4.4013,-0.9944,9.8601,77.799
ant_1785.png,2.87E-02,3.51E-02,-9.66E-03,1.04E-03,5.5048,-7.714,25.591,21.1457
ant_1786.png,2.61E-02,3.38E-02,8.08E-03,3.48E-04,5.5159,-12.3023,79.2957,11.5538
ant_1787.png,2.94E-02,3.59E-02,-8.89E-03,1.03E-03,5.4376,-4.2973,18.4219,34.3969
ant_1788.png,2.63E-02,3.58E-02,1.02E-02,1.10E-03,5.5605,-13.3309,75.9469,-8.1568
ant_1789.png,2.73E-02,4.06E-02,-1.16E-02,2.77E-04,5.6133,-20.5993,47.9354,8.9434
ant_1790.png,2.61E-02,3.89E-02,8.25E-03,-1.54E-03,5.5823,-12.5389,68.429,21.6366
ant_1791.png,3.09E-02,3.86E-02,5.89E-03,-6.69E-04,4.4265,-1.0237,8.5932,68.928
ant_1792.png,2.88E-02,3.39E-02,-1.24E-02,-3.56E-04,5.513,-11.6077,29.5111,4.2486
ant_1793.png,2.66E-02,3.87E-02,-9.91E-03,-1.05E-03,5.5951,-19.5994,61.6445,1.0524
ant_1794.png,2.77E-02,3.85E-02,1.07E-02,-1.04E-03,5.5896,-15.7102,40.5136,11.558
ant_1795.png,2.86E-02,3.92E-02,5.93E-03,-5.38E-04,5.1559,-2.2577,16.057,59.6511
ant_1796.png,2.88E-02,3.97E-02,1.26E-03,1.23E-04,-0.399,-0.3408,4.3011,91.915
ant_1797.png,2.75E-02,3.36E-02,-4.76E-03,-7.37E-04,5.3055,-3.2355,20.3332,52.8707
ant_1798.png,3.06E-02,3.80E-02,-9.46E-03,8.51E-04,5.3077,-2.8693,14.7494,43.6872
ant_1799.png,2.93E-02,3.40E-02,1.09E-02,-1.30E-03,5.4926,-7.7567,23.5641,15.8178
ant_1800.png,2.98E-02,3.65E-02,9.24E-03,-1.31E-03,5.4137,-3.9603,16.8667,34.1706
ant_1801.png,2.93E-02,3.72E-02,-1.18E-02,-7.80E-04,5.5217,-7.5856,24.3629,19.2801
ant_1802.png,2.99E-02,4.06E-02,-3.47E-03,1.41E-03,2.8555,-0.606,6.8995,85.7742
ant_1803.png,3.02E-02,3.89E-02,-1.15E-02,-1.05E-03,5.4208,-4.4744,19.1797,34.3371
ant_1804.png,3.06E-02,4.02E-02,-1.07E-02,5.10E-04,5.3104,-3.1475,16.7101,45.0801
ant_1805.png,2.75E-02,3.46E-02,-3.01E-03,-7.85E-04,4.7688,-1.182,10.133,69.9247
ant_1806.png,2.89E-02,3.39E-02,1.15E-02,2.75E-04,5.5119,-10.6242,28.2928,8.0855
ant_1807.png,2.84E-02,3.96E-02,-3.28E-03,4.86E-04,3.9662,-0.8306,8.6187,80.4138
ant_1808.png,2.70E-02,3.66E-02,9.85E-03,7.50E-06,5.5765,-30.0303,51.7704,2.6755
ant_1809.png,3.01E-02,3.88E-02,9.70E-03,1.32E-03,5.3504,-3.3314,16.2354,40.9272
ant_1810.png,3.11E-02,3.89E-02,-6.60E-03,7.57E-04,4.6088,-1.1518,9.078,65.601
ant_1811.png,2.62E-02,3.83E-02,-5.88E-03,-1.26E-03,5.4965,-6.944,43.8584,46.736
ant_1812.png,2.76E-02,3.85E-02,-6.48E-03,-2.53E-05,5.4308,-4.7167,26.7631,46.7693
ant_1813.png,2.93E-02,3.65E-02,-4.87E-03,3.79E-04,4.78,-1.2757,9.7992,64.2192
ant_1814.png,2.93E-02,3.41E-02,-1.06E-02,-6.17E-04,5.4897,-7.1417,22.7272,18.5507
ant_1815.png,2.91E-02,3.53E-02,-1.20E-02,-2.93E-05,5.5233,-9.0031,25.8997,12.8295
ant_1816.png,3.01E-02,3.68E-02,-1.19E-02,1.42E-03,5.4624,-5.2387,18.6741,24.7817
ant_1817.png,2.89E-02,3.50E-02,-1.52E-03,-4.65E-04,0.9384,-0.3224,3.4401,82.2227
ant_1818.png,2.89E-02,3.98E-02,-1.11E-02,-7.83E-04,5.5275,-7.3432,27.4315,27.0328
ant_1819.png,2.94E-02,3.59E-02,-9.33E-03,1.42E-03,5.4491,-4.9935,20.2453,31.4861
ant_1820.png,2.81E-02,3.40E-02,4.22E-03,-4.93E-04,5.0694,-1.7709,13.0026,61.6156
ant_1821.png,2.86E-02,3.82E-02,-1.13E-02,1.24E-03,5.5496,-10.5536,31.1527,15.6913
ant_1822.png,3.02E-02,3.68E-02,-1.21E-02,-9.55E-04,5.456,-5.2051,18.8968,25.7878
ant_1823.png,2.72E-02,3.56E-02,4.09E-03,8.20E-04,5.1949,-2.3286,17.5773,62.4812
ant_1824.png,2.72E-02,3.87E-02,-5.28E-03,-5.50E-04,5.3325,-3.3812,23.3513,57.0381
ant_1825.png,3.00E-02,3.64E-02,-4.58E-03,-9.81E-04,4.4061,-0.933,7.692,68.0376
ant_1826.png,2.81E-02,3.36E-02,-8.43E-03,-8.37E-04,5.5004,-9.438,30.443,19.9876
ant_1827.png,2.70E-02,3.80E-02,4.15E-03,-4.92E-04,5.1586,-2.3075,18.5598,65.6158
ant_1828.png,2.74E-02,4.09E-02,9.04E-03,-1.24E-03,5.5623,-9.4486,38.9938,29.6266
ant_1829.png,2.89E-02,3.94E-02,9.00E-03,4.39E-04,5.4601,-4.764,22.2135,38.1421
ant_1830.png,2.66E-02,3.99E-02,-9.02E-03,5.32E-04,5.5925,-15.5283,55.071,17.0756
ant_1831.png,2.86E-02,3.68E-02,-4.38E-03,1.56E-04,4.8388,-1.3754,10.8746,65.6249
ant_1832.png,3.09E-02,3.71E-02,-6.19E-03,-1.25E-03,4.7061,-1.1973,8.8486,62.3013
ant_1833.png,2.83E-02,3.70E-02,1.13E-02,-8.68E-04,5.5629,-12.1957,32.3627,10.2164
ant_1834.png,3.05E-02,3.77E-02,1.27E-02,1.10E-04,5.4587,-4.5817,17.5436,28.653
ant_1835.png,2.60E-02,3.63E-02,-1.01E-02,1.90E-04,5.5545,-10.7934,84.3294,-18.8189
ant_1836.png,2.81E-02,3.39E-02,-3.32E-03,-4.56E-04,4.7108,-1.0962,9.185,68.788
